date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:51:39	36627/36627	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Jan%202022%2022:37:30%20GMT	https://wordleplay.com/images/wordleplay.jpg	C:/My%20Web%20Sites/Infinite%20Craft%202/wordleplay.com/images/wordleplay.jpg	(from https://wordleplay.com/)
16:51:39	2792/2792	---M--	200	added ('OK')	text/css	date:Wed,%2011%20Jan%202023%2014:55:08%20GMT	https://wordleplay.com/node_modules/smartbanner.js/dist/smartbanner.min.css	C:/My%20Web%20Sites/Infinite%20Craft%202/wordleplay.com/node_modules/smartbanner.js/dist/smartbanner.min.css	(from https://wordleplay.com/)
16:51:39	13935/13935	---M--	200	added ('OK')	application/javascript	date:Fri,%2012%20Aug%202022%2014:54:13%20GMT	https://wordleplay.com/node_modules/smartbanner.js/dist/smartbanner.min.js	C:/My%20Web%20Sites/Infinite%20Craft%202/wordleplay.com/node_modules/smartbanner.js/dist/smartbanner.min.js	(from https://wordleplay.com/)
16:51:39	2313/2313	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Nov%202022%2019:35:57%20GMT	https://wordleplay.com/images/games/wordle.png?v=3	C:/My%20Web%20Sites/Infinite%20Craft%202/wordleplay.com/images/games/wordle30f4.png	(from https://wordleplay.com/)
16:51:39	3726/3726	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Mar%202024%2010:25:33%20GMT	https://wordleplay.com/images/games/squares.png?v=1	C:/My%20Web%20Sites/Infinite%20Craft%202/wordleplay.com/images/games/squares3860.png	(from https://wordleplay.com/)
16:51:40	1639/1639	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Sep%202022%2014:45:47%20GMT	https://wordleplay.com/images/games/quordle.png?v=1	C:/My%20Web%20Sites/Infinite%20Craft%202/wordleplay.com/images/games/quordle3860.png	(from https://wordleplay.com/)
16:51:40	380453/380453	---M--	200	added ('OK')	application/javascript	date:Wed,%2025%20Jan%202023%2016:48:28%20GMT	https://wordleplay.com/static/js/wordleplay.js?v2	C:/My%20Web%20Sites/Infinite%20Craft%202/wordleplay.com/static/js/wordleplay1b26.js	(from https://wordleplay.com/)
16:51:40	23765/23765	---M--	200	added ('OK')	text/css	date:Fri,%2011%20Nov%202022%2010:05:03%20GMT	https://wordleplay.com/static/css/main.2de5550b.css?v2	C:/My%20Web%20Sites/Infinite%20Craft%202/wordleplay.com/static/css/main.2de5550b1b26.css	(from https://wordleplay.com/)
16:51:40	21533/21533	---MC-	200	added ('OK')	text/html	date:Sat,%2001%20Feb%202025%2021:51:36%20GMT	https://wordleplay.com/today	C:/My%20Web%20Sites/Infinite%20Craft%202/wordleplay.com/today.html	(from https://wordleplay.com/)
16:51:40	1321/1321	---M--	200	added ('OK')	image/png	date:Fri,%2011%20Nov%202022%2013:55:04%20GMT	https://wordleplay.com/images/games/today.png	C:/My%20Web%20Sites/Infinite%20Craft%202/wordleplay.com/images/games/today.png	(from https://wordleplay.com/)
